event_record_id,event_id,event_date_id,site_id,person_id,equipment_id,activity_id,cause_id,event_type,severity_class,process_safety_tier,recordable_flag,lost_time_flag,fatality_count,days_lost,restricted_days,spill_volume_l,incident_cost_usd,downtime_hours,regulator_reportable_flag
9504,HSE-2025-009504,20251029,7,2500,333,42,22,Unsafe Condition,Low,N/A,FALSE,N,0,0,0,0.0,70.57,0.5,0
9505,HSE-2021-009505,20211108,3,0,480,48,10,Near Miss,High Potential,N/A,FALSE,0,0,0,0,0.0,79.98,0.33,0
9506,HSE-2022-009506,20220220,1,1939,159,28,15,Near Miss,High Potential,N/A,0,FALSE,0,0,0,0.0,41.74,0.17,0
9507,HSE-2025-009507,20250629,4,0,0,45,5,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,267.46,0.41,0
9508,HSE-2023-009508,20230415,3,1342,405,14,7,Near Miss,High Potential,N/A,N,FALSE,0,0,0,0.0,34.86,0.05,0
9509,HSE-2024-009509,20240309,2,1960,36,16,11,Lost Time Injury,Major,N/A,1,Y,0,5,0,0.0,183223.5,6.1,1
9510,HSE-2026-009510,20260405,3,1783,372,17,4,Restricted Work Case,Moderate,N/A,TRUE,FALSE,0,0,29,0.0,4576.97,2.06,0
9511,HSE-2025-009511,20250129,11,0,527,50,27,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,47.97,0.57,0
9512,HSE-2024-009512,20240612,10,1174,0,39,21,Environmental Non-Conformance,Moderate,N/A,No,N,0,0,0,20.11,1852.58,1.66,1
9513,HSE-2026-009513,20260511,6,1641,378,52,28,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,19.15,0.2,0
9514,HSE-2024-009514,20240517,6,0,414,15,16,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,26.73,0.14,0
9515,HSE-2023-009515,20230708,3,0,0,42,3,Unsafe Condition,Low,N/A,N,0,0,0,0,0.0,68.88,0.63,0
9516,HSE-2025-009516,20250616,4,1977,586,27,13,Restricted Work Case,Moderate,N/A,Yes,No,0,0,10,0.0,11259.03,16.94,0
9517,HSE-2021-009517,20210316,11,1676,74,31,15,Occupational Illness,Moderate,N/A,Y,No,0,0,6,0.0,6106.32,0.56,0
9518,HSE-2025-009518,20250125,3,1766,0,31,25,Vehicle Incident / Accident,Moderate,N/A,FALSE,No,0,0,0,0.0,35025.25,22.18,0
9519,HSE-2023-009519,20230803,2,812,0,58,23,First Aid Case,Low,N/A,No,No,0,0,0,0.0,620.96,0.96,0
9520,HSE-2025-009520,20250304,6,1802,509,17,10,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,169.5,0.08,0
9521,HSE-2023-009521,20230327,11,0,490,52,4,Property Damage,Moderate,N/A,N,No,0,0,0,0.0,30341.39,21.83,0
9522,HSE-2023-009522,20230712,2,360,0,18,22,Unsafe Condition,Low,N/A,FALSE,0,0,0,0,0.0,31.11,0.05,0
9523,HSE-2024-009523,20240824,2,1401,350,18,12,Lost Time Injury,Major,N/A,Y,TRUE,0,10,0,0.0,224606.66,53.36,1
9524,HSE-2024-009524,20240517,8,0,0,18,18,Near Miss,High Potential,N/A,N,FALSE,0,0,0,0.0,119.12,0.22,0
9525,HSE-2023-009525,20231107,1,1134,0,16,5,Near Miss,High Potential,N/A,FALSE,N,0,0,0,0.0,188.73,0.34,0
9526,HSE-2023-009526,20231101,1,1794,0,18,25,Environmental Non-Conformance,Moderate,N/A,0,N,0,0,0,24.34,1055.73,2.17,1
9527,HSE-2022-009527,20220422,11,1737,0,52,15,Near Miss,High Potential,N/A,N,No,0,0,0,0.0,141.35,0.83,0
9528,HSE-2022-009528,20220302,1,1581,468,30,13,Near Miss,High Potential,N/A,FALSE,0,0,0,0,0.0,41.51,0.21,0
9529,HSE-2022-009529,20220804,2,2438,0,8,29,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,55.46,0.13,0
9530,HSE-2025-009530,20251216,2,2130,0,18,12,Near Miss,High Potential,N/A,0,N,0,0,0,0.0,70.65,0.08,0
9531,HSE-2024-009531,20240518,6,931,0,51,10,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,111.63,0.08,0
9532,HSE-2024-009532,20240424,9,488,442,21,28,Medical Treatment Case,Moderate,N/A,1,N,0,0,0,0.0,2794.23,1.88,0
9533,HSE-2021-009533,20210314,2,1638,0,27,23,Property Damage,Moderate,N/A,0,FALSE,0,0,0,0.0,15705.59,42.96,0
9534,HSE-2022-009534,20220830,11,2244,0,4,25,Environmental Non-Conformance,Moderate,N/A,No,FALSE,0,0,0,8.1,1495.71,0.87,1
9535,HSE-2023-009535,20231101,7,2442,325,36,7,Near Miss,High Potential,N/A,FALSE,0,0,0,0,0.0,94.1,0.14,0
9536,HSE-2026-009536,20260730,7,2354,41,60,12,Spill / Release,High,Tier 2,0,0,0,0,0,94.18,12043.01,4.28,1
9537,HSE-2023-009537,20231203,1,0,67,36,3,Spill / Release,High,Tier 3,0,FALSE,0,0,0,53.71,3664.78,10.39,1
9538,HSE-2025-009538,20250410,4,429,0,33,6,Lost Time Injury,Major,N/A,1,TRUE,0,10,0,0.0,80173.16,13.81,1
9539,HSE-2024-009539,20241010,1,0,0,15,24,First Aid Case,Low,N/A,N,FALSE,0,0,0,0.0,120.35,0.26,0
9540,HSE-2023-009540,20230909,1,250,247,27,10,Spill / Release,High,Tier 2,No,0,0,0,0,7748.41,190008.26,86.86,1
9541,HSE-2024-009541,20241005,10,1887,230,57,4,Unsafe Condition,Low,N/A,N,0,0,0,0,0.0,62.41,0.31,0
9542,HSE-2021-009542,20211210,10,1378,17,35,1,Vehicle Incident / Accident,Moderate,N/A,FALSE,No,0,0,0,0.0,30925.09,84.08,0
9543,HSE-2022-009543,20221120,2,432,0,27,14,First Aid Case,Low,N/A,0,N,0,0,0,0.0,512.09,3.26,0
9544,HSE-2021-009544,20210612,10,2266,0,43,18,Restricted Work Case,Moderate,N/A,1,FALSE,0,0,5,0.0,62690.9,13.16,0
9545,HSE-2026-009545,20260303,8,443,245,49,13,Unsafe Condition,Low,N/A,N,No,0,0,0,0.0,38.81,0.22,0
9546,HSE-2022-009546,20221015,3,1755,405,44,11,Environmental Non-Conformance,Moderate,N/A,N,0,0,0,0,12.19,1522.67,0.4,1
9547,HSE-2024-009547,20240729,8,514,0,54,12,Unsafe Condition,Low,N/A,FALSE,0,0,0,0,0.0,36.6,0.11,0
9548,HSE-2025-009548,20250509,5,0,0,25,3,NEARMISS,High Potential,N/A,0,No,0,0,0,0.0,135.57,1.34,0
9549,HSE-2023-009549,20231213,9,100,0,29,13,First Aid Case,Low,N/A,N,FALSE,0,0,0,0.0,267.74,0.89,0
9550,HSE-2026-009550,20260323,2,1091,255,26,26,Process Safety Event,High,Tier 2,0,FALSE,0,0,0,2277.53,90834.87,41.67,0
9551,HSE-2023-009551,20230322,1,2250,0,15,3,First Aid Case,Low,N/A,No,0,0,0,0,0.0,410.96,0.96,0
9552,HSE-2023-009552,20230506,11,2154,135,32,24,Vehicle Incident / Accident,Moderate,N/A,FALSE,0,0,0,0,0.0,10301.78,15.41,0
9553,HSE-2025-009553,20250205,7,0,143,26,26,Unsafe Condition,Low,N/A,FALSE,FALSE,0,0,0,0.0,17.47,0.31,0
9554,HSE-2024-009554,20240526,4,1835,257,44,25,Vehicle Incident / Accident,Moderate,N/A,FALSE,FALSE,0,0,0,0.0,12943.45,1.39,0
9555,HSE-2024-009555,20240127,6,2487,0,7,7,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,124.74,0.12,0
9556,HSE-2024-009556,20240608,11,153,135,9,4,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,25.57,0.15,0
9557,HSE-2022-009557,20220926,7,1927,0,60,13,First Aid Case,Low,N/A,No,FALSE,0,0,0,0.0,152.63,0.22,0
9558,HSE-2021-009558,20210822,11,2271,0,55,26,Near Miss,High Potential,N/A,N,FALSE,0,0,0,0.0,77.21,0.07,0
9559,HSE-2024-009559,20240226,6,1125,0,27,20,Unsafe Condition,Low,N/A,FALSE,N,0,0,0,0.0,160.09,0.61,0
9560,HSE-2024-009560,20240318,9,1652,0,45,5,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,48.78,0.08,0
9561,HSE-2021-009561,20210807,11,0,0,51,12,Unsafe Condition,Low,N/A,FALSE,FALSE,0,0,0,0.0,38.2,0.16,0
9562,HSE-2023-009562,20230710,3,2243,39,30,22,Medical Treatment Case,Moderate,N/A,Y,FALSE,0,0,0,0.0,3067.62,2.04,0
9563,HSE-2026-009563,20260505,8,1656,0,16,29,Unsafe Condition,Low,N/A,0,N,0,0,0,0.0,165.23,0.33,0
9564,HSE-2022-009564,20220703,9,1541,0,55,15,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,76.18,0.2,0
9565,HSE-2022-009565,20220211,8,1439,102,17,6,Unsafe Condition,Low,N/A,N,FALSE,0,0,0,0.0,21.54,0.15,0
9566,HSE-2024-009566,20240619,5,2057,18,34,25,Unsafe Condition,Low,N/A,No,No,0,0,0,0.0,42.87,0.08,0
9567,HSE-2021-009567,20211123,10,401,504,36,12,Unsafe Condition,Low,N/A,FALSE,0,0,0,0,0.0,100.03,0.39,0
9568,HSE-2022-009568,20220302,4,2308,253,11,12,Process Safety Event,High,Tier 2,N,No,0,0,0,20727.38,178961.01,70.3,0
9569,HSE-2023-009569,20230707,11,0,126,55,10,Process Safety Event,High,Tier 1,No,No,0,0,0,147.73,27919.58,11.81,1
9570,HSE-2021-009570,20260230,2,125,0,17,8,Unsafe Condition,Low,N/A,N,FALSE,0,0,0,0.0,132.13,0.31,0
9571,HSE-2022-009571,20220728,5,1828,330,28,13,Vehicle Incident / Accident,Moderate,N/A,0,0,0,0,0,0.0,14491.74,7.63,0
9572,HSE-2023-009572,20230417,11,556,0,36,24,Near Miss,High Potential,N/A,0,N,0,0,0,0.0,93.46,0.14,0
9573,HSE-2022-009573,20220716,6,434,0,15,12,Medical Treatment Case,Moderate,N/A,TRUE,0,0,0,0,0.0,1517.26,3.74,0
9574,HSE-2024-009574,20241229,1,2086,0,42,28,Environmental Non-Conformance,Moderate,N/A,N,N,0,0,0,238.75,10441.66,2.21,1
9575,HSE-2023-009575,20230523,8,1228,0,17,15,Unsafe Condition,Low,N/A,N,No,0,0,0,0.0,24.77,0.12,0
9576,HSE-2025-009576,20250414,11,268,473,43,17,Spill / Release,High,Tier 2,0,0,0,0,0,2295.35,44636.82,40.49,1
9577,HSE-2024-009577,20240610,3,1078,0,48,18,Restricted Work Case,Moderate,N/A,Yes,0,0,0,2,0.0,18918.05,4.55,0
9578,HSE-2026-009578,20260220,10,1896,0,22,20,Lost Time Injury,Major,N/A,1,Yes,0,16,0,0.0,233145.41,30.77,1
9579,HSE-2025-009579,20251024,11,151,0,1,27,Unsafe Condition,Low,N/A,N,N,0,0,0,0.0,179.76,0.14,0
9580,HSE-2021-009580,20211006,4,70,226,47,8,Spill / Release,High,Tier 2,0,0,0,0,0,209.39,7047.16,30.9,1
9581,HSE-2021-009581,20211121,9,1533,0,59,7,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,89.81,0.73,0
9582,HSE-2025-009582,20251005,8,531,0,27,14,Vehicle Incident / Accident,Moderate,N/A,N,N,0,0,0,0.0,6688.55,1.27,0
9583,HSE-2024-009583,20240804,8,1564,0,30,25,Unsafe Condition,Low,N/A,FALSE,0,0,0,0,0.0,81.13,0.55,0
9584,HSE-2022-009584,20220425,4,917,0,52,2,Occupational Illness,Moderate,N/A,Y,No,0,0,1,0.0,4918.37,0.14,0
9585,HSE-2025-009585,20251111,4,496,0,23,6,Restricted Work Case,Moderate,N/A,Y,FALSE,0,0,19,0.0,4424.47,2.5,0
9586,HSE-2024-009586,20240725,3,879,33,30,14,Process Safety Event,High,Tier 3,No,N,0,0,0,2270.77,94745.93,30.37,0
9587,HSE-2024-009587,20241104,8,2311,521,15,4,Vehicle Incident,Moderate,N/A,N,FALSE,0,0,0,0.0,7141.2,7.72,0
9588,HSE-2026-009588,20260214,7,807,312,17,6,Spill / Release,High,Tier 3,No,N,0,0,0,513.87,19580.01,33.59,1
9589,HSE-2023-009589,20230117,8,640,124,18,29,Medical Treatment Case,Moderate,N/A,Yes,No,0,0,0,0.0,9006.56,1.23,0
9590,HSE-2021-009590,20210612,11,326,195,3,24,Spill / Release,High,N/A,No,0,0,0,0,125.4,11042.84,15.42,1
9591,HSE-2021-009591,20210712,11,1737,13,49,10,First Aid Case,Low,N/A,No,No,0,0,0,0.0,399.03,0.9,0
9592,HSE-2024-009592,20241227,5,0,0,8,12,Unsafe Condition,Low,N/A,0,0,0,0,0,0.0,58.18,0.25,0
9593,HSE-2022-009593,20220212,10,0,0,44,22,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,93.19,0.36,0
9594,HSE-2024-009594,20241231,5,221,329,9,22,Process Safety Event,High,Tier 1,No,FALSE,0,0,0,78.27,20059.78,24.54,1
9595,HSE-2025-009595,20251030,9,801,269,28,13,Near Miss,High Potential,N/A,N,N,0,0,0,0.0,76.64,0.08,0
9596,HSE-2021-009596,20210321,2,0,0,54,27,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,90.75,0.04,0
9597,HSE-2025-009597,20250224,9,1933,311,28,28,Spill / Release,High,Tier 1,No,0,0,0,0,1347.68,51122.3,9.2,1
9598,HSE-2026-009598,20260202,4,1513,558,60,21,Environmental Non-Conformance,Moderate,N/A,0,No,0,0,0,412.3,15571.35,4.62,1
9599,HSE-2023-009599,20230923,5,2381,142,20,7,Fatality,Catastrophic,N/A,Yes,FALSE,1,0,0,0.0,12326517.16,240.0,1
9600,HSE-2022-009600,20220826,3,1184,48,15,14,Process Safety Event,High,Tier 3,FALSE,0,0,0,0,1676.14,46762.24,76.88,0
9601,HSE-2021-009601,20210226,2,643,536,16,4,Process Safety Event,High,Tier 2,0,FALSE,0,0,0,1092.78,39844.65,43.83,0
9602,HSE-2024-009602,20240403,4,1964,221,35,23,Unsafe Condition,Low,N/A,N,0,0,0,0,0.0,28.74,0.19,0
9603,HSE-2022-009603,20220823,1,235,152,51,5,Process Safety Event,High,Tier 1,N,0,0,0,0,77.89,11462.61,14.19,1
9604,HSE-2025-009604,20251017,9,405,0,28,13,Unsafe Condition,Low,N/A,FALSE,FALSE,0,0,0,0.0,69.41,1.69,0
9605,HSE-2021-009605,20210322,1,0,409,50,11,Near Miss,High Potential,N/A,No,No,0,0,0,0.0,148.04,0.04,0
9606,HSE-2025-009606,20250516,3,0,433,32,26,Property Damage,Moderate,N/A,0,0,0,0,0,0.0,49253.95,6.15,0
9607,HSE-2021-009607,20210725,6,0,510,18,24,Unsafe Condition,Low,N/A,No,No,0,0,0,0.0,48.36,0.17,0
9608,HSE-2023-009608,20230316,8,1872,0,53,26,Near Miss,High Potential,N/A,No,0,0,0,0,0.0,28.95,0.23,0
9609,HSE-2022-009609,20220620,2,0,178,33,25,Process Safety Event,High,Tier 2,0,N,0,0,0,139.27,10655.44,15.65,0
9610,HSE-2024-009610,20240922,6,867,450,16,7,Property Damage,Moderate,N/A,FALSE,N,0,0,0,0.0,45154.74,3.34,0
9611,HSE-2025-009611,20250925,9,811,568,38,5,Near Miss,High Potential,N/A,0,No,0,0,0,0.0,164.99,0.09,0
9612,HSE-2024-009612,20240825,9,1349,235,28,29,Medical Treatment Case,Moderate,N/A,TRUE,0,0,0,0,0.0,6964.27,17.22,0
9613,HSE-2025-009613,20250829,5,716,0,6,25,Process Safety Event,High,Tier 2,FALSE,No,0,0,0,926.45,36066.94,106.25,0
9614,HSE-2021-009614,20210521,7,2134,76,41,21,Restricted Work Case,Moderate,N/A,Y,N,0,0,11 days,0.0,8650.15,12.46,0
9615,HSE-2022-009615,20221225,3,1443,0,58,27,Unsafe Condition,Low,N/A,No,N,0,0,0,0.0,109.68,0.53,0
9616,HSE-2025-009616,20251106,9,0,59,43,1,Unsafe Condition,Low,N/A,N,N,0,0,0,0.0,66.8,0.18,0
9617,HSE-2023-009617,20230221,9,1546,0,28,13,Environmental Non-Conformance,Moderate,N/A,No,No,0,0,0,120.81,7996.45,3.02,1
9618,HSE-2026-009618,20260529,3,1153,0,18,4,Restricted Work Case,Moderate,N/A,Yes,No,0,0,22,0.0,16413.57,6.23,0
9619,HSE-2021-009619,20210206,3,2424,0,32,7,Near Miss,High Potential,N/A,N,No,0,0,0,0.0,81.49,0.04,0
9620,HSE-2024-009620,20240825,7,0,522,37,15,Property Damage,Moderate,N/A,0,0,0,0,0,0.0,9629.39,3.97,0
9621,HSE-2025-009621,20250927,2,752,20,18,16,Property Damage,Moderate,N/A,N,FALSE,0,0,0,0.0,14583.01,7.39,0
9622,HSE-2024-009622,20241217,5,1381,50,42,16,Spill / Release,High,Tier 2,No,0,0,0,0,208.18,9469.94,3.76,1
9623,HSE-2022-009623,20220314,4,1556,0,57,13,Near Miss,High Potential,N/A,0,FALSE,0,0,0,0.0,69.99,0.08,0
9624,HSE-2022-009624,20221114,1,875,63,36,9,First Aid Case,Low,N/A,0,0,0,0,0,0.0,100.23,0.01,0
9625,HSE-2021-009625,20211205,10,0,0,31,20,Environmental Non-Conformance,Moderate,N/A,No,No,0,0,0,18.23,4315.86,5.35,1
9626,HSE-2021-009626,20211023,11,1312,0,33,11,First Aid Case,Low,N/A,0,No,0,0,0,0.0,188.58,0.26,0
9627,HSE-2022-009627,20220109,3,0,354,52,12,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,63.23,0.11,0
9628,HSE-2025-009628,20250202,5,191,127,43,23,Property Damage,Moderate,N/A,No,0,0,0,0,0.0,48863.13,15.92,0
9629,HSE-2021-009629,20211027,3,1517,33,56,25,Spill / Release,High,N/A,0,N,0,0,0,23731.99,341182.58,47.16,1
9630,HSE-2026-009630,20260709,5,1426,0,53,12,Near Miss,High Potential,N/A,N,No,0,0,0,0.0,79.23,0.47,0
9631,HSE-2025-009631,20250902,8,753,0,34,12,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,93.53,0.17,0
9632,HSE-2022-009632,20221129,7,1376,270,35,8,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,89.73,0.27,0
9633,HSE-2025-009633,20250330,2,0,0,19,4,Unsafe Condition,Low,N/A,FALSE,N,0,0,0,0.0,25.06,0.07,0
9634,HSE-2024-009634,20241117,3,101,196,19,12,Vehicle Incident / Accident,Moderate,N/A,FALSE,FALSE,0,0,0,0.0,13407.48,8.46,0
9635,HSE-2025-009635,20251125,6,832,191,45,15,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,66.38,0.06,0
9636,HSE-2024-009636,20240702,5,928,26,33,7,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,60.4,0.31,0
9637,HSE-2023-009637,20231124,6,1451,0,35,6,Medical Treatment Case,Moderate,N/A,Y,N,0,0,0,0.0,1504.14,4.56,0
9638,HSE-2025-009638,20251120,1,588,152,13,12,Spill / Release,High,Tier 2,No,No,0,0,0,209.41,12456.73,5.29,1
9639,HSE-2025-009639,20250418,4,1836,0,46,30,Environmental Non-Conformance,Moderate,N/A,FALSE,N,0,0,0,5.3,1966.57,0.18,1
9640,HSE-2024-009640,20240131,2,1789,0,54,22,Lost Time Injury,Major,N/A,Yes,Yes,0,49,0,0.0,177280.77,41.41,1
9641,HSE-2022-009641,20220213,10,980,0,52,22,Vehicle Incident / Accident,Moderate,N/A,0,No,0,0,0,0.0,3785.18,2.96,0
9642,HSE-2025-009642,20251115,5,1644,0,16,4,Near Miss,High Potential,N/A,0,FALSE,0,0,0,0.0,58.2,0.03,0
9643,HSE-2021-009643,20210313,1,0,0,6,12,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,35.82,0.39,0
9644,HSE-2022-009644,20220901,11,1889,0,36,20,Spill / Release,High,Tier 2,No,N,0,0,0,241.8,7602.62,7.88,1
9645,HSE-2025-009645,20250112,5,805,559,30,26,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,51.89,0.1,0
9646,HSE-2025-009646,20251228,9,296,449,29,24,Near Miss,High Potential,N/A,FALSE,No,0,0,0,0.0,39.66,0.05,0
9647,HSE-2022-009647,20220322,4,0,252,5,11,Spill / Release,High,N/A,FALSE,FALSE,0,0,0,2100.9,43389.9,7.14,1
9648,HSE-2021-009648,20210606,7,955,281,60,12,Property Damage,Moderate,N/A,N,N,0,0,0,0.0,10800.95,0.91,0
9649,HSE-2024-009649,20241124,7,1003,279,50,2,Spill / Release,High,N/A,0,No,0,0,0,319.11,35402.32,20.45,1
9650,HSE-2026-009650,20260209,7,2061,0,48,20,Environmental Non-Conformance,Moderate,N/A,No,N,0,0,0,10.66,1413.21,0.73,1
9651,HSE-2025-009651,20250425,8,0,0,6,14,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,85.59,0.19,0
9652,HSE-2021-009652,20211104,1,637,283,17,8,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,55.28,0.25,0
9653,HSE-2022-009653,20220924,5,1328,0,31,20,First Aid Case,Low,N/A,0,FALSE,0,0,0,0.0,81.95,0.23,0
9654,HSE-2024-009654,20241107,1,1429,222,28,12,Medical Treatment Case,Moderate,N/A,Yes,FALSE,0,0,0,0.0,3736.31,0.59,0
9655,HSE-2024-009655,20241231,8,0,346,37,9,Near Miss,High Potential,N/A,N,FALSE,0,0,0,0.0,65.31,0.15,0
9656,HSE-2023-009656,20230525,2,1755,255,51,28,Property Damage,Moderate,N/A,0,No,0,0,0,0.0,14757.26,1.08,0
9657,HSE-2024-009657,20240912,7,0,0,35,16,Near Miss,High Potential,N/A,N,N,0,0,0,0.0,73.94,0.22,0
9658,HSE-2021-009658,20210605,6,1184,14,19,24,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,47.0,0.18,0
9659,HSE-2023-009659,20230714,4,1500,0,51,11,Restricted Work Case,Moderate,N/A,Yes,0,0,0,18,0.0,21215.39,9.47,0
9660,HSE-2026-009660,20260801,1,1698,422,12,28,Fire / Explosion,Major,Tier 1,No,No,0,0,0,0.0,649029.29,240.0,1
9661,HSE-2024-009661,20240310,1,1046,353,46,6,Vehicle Incident / Accident,Moderate,N/A,N,No,0,0,0,0.0,47883.64,3.78,0
9662,HSE-2025-009662,20250811,10,0,119,39,11,Spill / Release,High,N/A,FALSE,No,0,0,0,736.69,32378.01,7.0,1
9663,HSE-2021-009663,20211026,4,1830,7,52,11,Vehicle Incident / Accident,Moderate,N/A,N,FALSE,0,0,0,0.0,4718.86,2.13,0
9664,HSE-2022-009664,20221208,10,0,595,27,25,Environmental Non-Conformance,Moderate,N/A,FALSE,No,0,0,0,1.37,1091.33,0.73,1
9665,HSE-2024-009665,20240929,2,0,90,14,9,Spill / Release,High,N/A,0,FALSE,0,0,0,2054.84,66305.83,18.12,1
9666,HSE-2026-009666,20260623,2,456,0,13,23,First Aid Case,Low,N/A,0,FALSE,0,0,0,0.0,55.42,0.08,0
9667,HSE-2021-009667,20210129,5,568,578,17,18,Medical Treatment Case,Moderate,N/A,1,N,0,0,0,0.0,1824.4,2.07,0
9668,HSE-2021-009668,20210622,9,0,0,44,14,Unsafe Condition,Low,N/A,N,FALSE,0,0,0,0.0,82.23,2.1,0
9669,HSE-2023-009669,20230209,12,2460,0,27,2,Occupational Illness,Moderate,N/A,Yes,FALSE,0,0,12 days,0.0,4282.47,1.08,0
9670,HSE-2023-009670,20230507,7,541,0,52,29,Unsafe Condition,Low,N/A,0,0,0,0,0,0.0,54.58,0.3,0
9671,HSE-2025-009671,20250321,3,0,404,56,29,Fire / Explosion,Major,Tier 2,No,0,0,0,0,0.0,614215.1,240.0,1
9672,HSE-2025-009672,20250123,7,0,437,2,23,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,22.61,0.5,0
9673,HSE-2023-009673,20230915,7,907,0,28,18,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,144.58,0.13,0
9674,HSE-2023-009674,20231214,7,1780,0,46,16,Near Miss,High Potential,N/A,FALSE,N,0,0,0,0.0,147.71,0.27,0
9675,HSE-2023-009675,20231203,3,287,560,29,14,Unsafe Condition,Low,N/A,FALSE,N,0,0,0,0.0,55.16,0.71,0
9676,HSE-2025-009676,20250923,7,1121,0,38,19,Occupational Illness,Moderate,N/A,Y,0,0,0,9,0.0,4327.05,2.36,0
9677,HSE-2025-009677,20250215,3,1491,354,14,10,Occupational Illness,Moderate,N/A,TRUE,0,0,0,2,0.0,14874.43,4.13,0
9678,HSE-2024-009678,20241026,3,70,396,50,9,Medical Treatment Case,Moderate,N/A,Y,0,0,0,0,0.0,2093.44,1.33,0
9679,HSE-2021-009679,20210805,7,1755,593,51,11,Unsafe Condition,Low,N/A,No,N,0,0,0,0.0,18.95,0.1,0
9680,HSE-2024-009680,20241031,11,950,425,18,18,Unsafe Condition,Low,N/A,No,No,0,0,0,0.0,117.23,0.87,0
9681,HSE-2025-009681,20250528,3,108,0,39,24,Medical Treatment Case,Moderate,N/A,1,0,0,0,0,0.0,2341.26,2.42,0
9682,HSE-2024-009682,20240425,3,467,0,15,16,Unsafe Condition,Low,N/A,N,No,0,0,0,0.0,24.93,0.12,0
9683,HSE-2026-009683,20260806,6,0,0,45,18,Near Miss,High Potential,N/A,FALSE,No,0,0,0,0.0,260.16,0.51,0
9684,HSE-2026-009684,20260408,7,1693,418,45,12,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,103.88,0.1,0
9685,HSE-2023-009685,20231112,9,687,0,30,12,Medical Treatment Case,Moderate,N/A,Yes,0,0,0,0,0.0,4389.63,17.73,0
9686,HSE-2024-009686,20240910,10,1057,504,58,5,Property Damage,Moderate,N/A,No,0,0,0,0,0.0,7000.42,20.64,0
9687,HSE-2023-009687,20230310,6,1154,191,17,6,Vehicle Incident / Accident,Moderate,N/A,0,FALSE,0,0,0,0.0,5548.71,7.07,0
9688,HSE-2022-009688,20220123,2,2092,0,46,2,First Aid Case,Low,N/A,N,No,0,0,0,0.0,160.34,0.57,0
9689,HSE-2024-009689,20240728,7,1320,143,18,18,Spill / Release,High,N/A,N,FALSE,0,0,0,1131.98,19016.3,6.88,1
9690,HSE-2024-009690,20240809,12,649,0,18,12,Vehicle Incident / Accident,Moderate,N/A,N,No,0,0,0,0.0,16152.63,16.34,0
9691,HSE-2025-009691,20250324,9,175,0,18,13,Near Miss,High Potential,N/A,0,No,0,0,0,0.0,75.92,0.09,0
9692,HSE-2025-009692,20250915,5,1443,0,57,24,Spill / Release,High,Tier 1,N,FALSE,0,0,0,2092.79,40253.74,22.45,1
9693,HSE-2026-009693,20260503,1,1458,345,3,1,Vehicle Incident / Accident,Moderate,N/A,0,0,0,0,0,0.0,10383.23,3.07,0
9694,HSE-2025-009694,20250726,8,1139,0,57,10,Vehicle Incident / Accident,Moderate,N/A,N,No,0,0,0,0.0,94488.9,24.76,0
9695,HSE-2023-009695,20230427,4,1021,382,51,12,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,82.06,0.17,0
9696,HSE-2026-009696,20260610,6,298,0,52,3,Unsafe Condition,Low,N/A,FALSE,FALSE,0,0,0,0.0,58.94,0.28,0
9697,HSE-2025-009697,20250420,3,324,436,18,16,Restricted Work Case,Moderate,N/A,Yes,FALSE,0,0,3 days,0.0,23866.38,3.39,0
9698,HSE-2021-009698,20210707,9,1462,113,53,27,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,78.31,0.13,0
9699,HSE-2025-009699,20251105,6,1377,224,46,29,Spill / Release,High,Tier 3,No,N,0,0,0,1193.31,39534.62,9.65,1
9700,HSE-2023-009700,20230926,7,0,319,44,27,Spill / Release,High,Tier 2,FALSE,FALSE,0,0,0,257.98,28487.81,19.42,1
