person_id,employee_id,employment_type,contractor_company,department,job_title,age_band_code,years_experience,training_status
1243,EMP-01243,Employee,None,Engineering,Electrical Engineer,3,10.2,Current
1244,EMP-01244,Employee,None,Laboratory,Chemist,3,4.6,Current
1245,EMP-01245,Employee,None,Drilling,Roustabout,3,10.5,Due within 30 days
1246,CTR-01246,Contractor,SafeBuild Engineering,HSE,HSE Advisor,3,11.4,Current
1247,CTR-01247,Contractor,Delta Industrial Services,Security,Security Supervisor,5,4.8,Current
1248,EMP-01248,Employee,None,Drilling,Driller,5,10.3,Current
1249,CTR-01249,Contractor,Delta Industrial Services,Security,Security Supervisor,1,11.5,Incomplete
1250,CTR-01250,Contractor,SafeBuild Engineering,Marine,Marine Supervisor,3,5.5,Current
1251,EMP-01251,Employee,None,Engineering,Reliability Engineer,2,5.4,Due within 30 days
1252,CTR-01252,Contractor,Coastal Logistics Ltd,Maintenance,Mechanical Technician,2,2.4,Current
1253,EMP-01253,Employee,None,Logistics,Forklift Operator,4,11.0,Current
1254,EMP-01254,Employee,None,HSE,Environmental Officer,3,6.0,Current
1255,EMP-01255,Employee,None,Laboratory,Sampling Technician,2,6.6,Current
1256,EMP-01256,Employee,None,Projects,Field Engineer,3,3.8,Incomplete
1257,EMP-01257,Employee,None,HSE,HSE Advisor,3,3.9,Current
1258,CTR-01258,Contractor,Prime Offshore Contractors,Engineering,Electrical Engineer,2,10.3,Incomplete
1259,EMP-01259,Employee,None,Drilling,Derrickhand,4,22.3,Current
1260,CTR-01260,Contractor,Prime Offshore Contractors,Operations,Control Room Operator,4,10.3,Current
1261,CTR-01261,Contractor,WestCo Services Ltd,Marine,Deck Crew,2,7.1,Current
1262,EMP-01262,Employee,None,Drilling,Drilling Supervisor,5,19.2,Current
1263,EMP-01263,Employee,None,Laboratory,Sampling Technician,3,2.0,Current
1264,CTR-01264,Contractor,Delta Industrial Services,Projects,Field Engineer,2,2.1,Current
1265,CTR-01265,Contractor,WestCo Services Ltd,Marine,Deck Officer,1,3.6,Current
1266,EMP-01266,Employee,None,Laboratory,Sampling Technician,3,8.3,Expired
1267,CTR-01267,Contractor,Delta Industrial Services,Projects,Field Engineer,2,8.3,Due within 30 days
1268,EMP-01268,Employee,None,Maintenance,Electrical Technician,2,7.6,Current
1269,EMP-01269,Employee,None,Operations,Production Technician,3,9.5,Expired
1270,EMP-01270,Employee,None,Projects,QA/QC Inspector,3,2.1,Current
1271,EMP-01271,Employee,None,Operations,Operations Supervisor,3,2.2,Current
1272,CTR-01272,Contractor,SafeBuild Engineering,Maintenance,Mechanical Technician,2,7.1,Current
1273,CTR-01273,Contractor,Coastal Logistics Ltd,HSE,Occupational Health Officer,3,10.7,Current
1274,CTR-01274,Contractor,Atlantic Marine Support,Engineering,Process Engineer,3,12.6,Expired
1275,CTR-01275,Contractor,Atlantic Marine Support,Marine,Crane Operator,3,4.7,Current
1276,EMP-01276,Employee,None,Operations,Operations Supervisor,2,3.3,Current
1277,CTR-01277,Contractor,PetroMaint Solutions,Marine,Deck Crew,3,9.2,Due within 30 days
1278,EMP-01278,Employee,None,Laboratory,Chemist,3,10.3,Current
1279,EMP-01279,Employee,None,HSE,Occupational Health Officer,2,5.4,Incomplete
1280,EMP-01280,Employee,None,Security,Security Officer,2,3.4,Current
1281,CTR-01281,Contractor,Delta Industrial Services,Logistics,Forklift Operator,3,4.9,Due within 30 days
1282,EMP-01282,Employee,None,Security,Security Officer,4,10.4,Current
1283,CTR-01283,Contractor,WestCo Services Ltd,Laboratory,Chemist,2,4.8,Current
1284,EMP-01284,Employee,None,Marine,Marine Supervisor,2,14.9,Expired
1285,EMP-01285,Employee,None,Logistics,Logistics Coordinator,2,7.4,Due within 30 days
1286,EMP-01286,Employee,None,HSE,Occupational Health Officer,1,1.2,Current
1287,EMP-01287,Employee,None,Engineering,Reliability Engineer,2,5.0,Expired
1288,EMP-01288,Employee,None,Marine,Deck Officer,4,2.8,Current
1289,EMP-01289,Employee,None,Drilling,Roustabout,4,12.3,Current
1290,CTR-01290,Contractor,SafeBuild Engineering,LOGISTICS,Driver,2,7.8,Current
1291,EMP-01291,Employee,None,Engineering,Mechanical Engineer,3,8.0,Current
1292,CTR-01292,Contractor,SafeBuild Engineering,Operations,Production Technician,2,7.7,Current
1293,EMP-01293,Employee,None,Projects,Field Engineer,1,1.0,Current
1294,CTR-01294,Contractor,Atlantic Marine Support,HSE,HSE Officer,2,5.5,Current
1295,CTR-01295,Contractor,Prime Offshore Contractors,Logistics,Logistics Coordinator,2,8.4,Current
1296,CTR-01296,Contractor,SafeBuild Engineering,Laboratory,Chemist,4,8.9,Due within 30 days
1297,EMP-01297,Employee,None,Projects,QA/QC Inspector,3,7.3,Current
1298,CTR-01298,Contractor,Delta Industrial Services,Logistics,Warehouse Technician,2,22.1,Current
1299,CTR-01299,Contractor,Atlantic Marine Support,HSE,HSE Advisor,3,8.0,Current
1300,CTR-01300,Contractor,PetroMaint Solutions,Drilling,Roustabout,2,7.9,Current
1301,EMP-01301,Employee,None,Laboratory,Chemist,2,3.8,Incomplete
1302,CTR-01302,Contractor,Coastal Logistics Ltd,HSE,HSE Officer,2,2.4,Current
1303,CTR-01303,Contractor,SafeBuild Engineering,Operations,Process Operator,2,2.3,Due within 30 days
1304,EMP-01304,Employee,None,HSE,Occupational Health Officer,3,6.5,Current
1305,CTR-01305,Contractor,WestCo Services Ltd,Security,Security Supervisor,2,5.4,Current
1306,EMP-01306,Employee,None,Projects,Project Engineer,4,7.8,Current
1307,EMP-01307,Employee,None,Marine,Marine Technician,3,2.1,Due within 30 days
1308,CTR-01308,Contractor,Coastal Logistics Ltd,Security,Security Officer,2,0.6,Current
1309,EMP-01309,Employee,None,Drilling,Assistant Driller,2,0.9,Due within 30 days
1310,EMP-01310,Employee,None,Maintenance,Maintenance Supervisor,3,7.4,Expired
1311,EMP-01311,Employee,None,Marine,Deck Officer,3,3.6,Incomplete
1312,CTR-01312,Contractor,Integrated Drilling Services,Laboratory,Sampling Technician,3,17.3,Current
1313,CTR-01313,Contractor,Prime Offshore Contractors,Security,Security Supervisor,5,8.0,Incomplete
1314,EMP-01314,Employee,None,Maintenance,Maintenance Supervisor,1,0.8,Current
1315,EMP-01315,Employee,None,Drilling,Derrickhand,4,9.8,Current
1316,CTR-01316,Contractor,Atlantic Marine Support,Laboratory,Sampling Technician,3,6.0,Expired
1317,EMP-01317,Employee,None,HSE,HSE Officer,2,10.4,Current
1318,EMP-01318,Employee,None,Engineering,Reliability Engineer,3,8.8,Current
1319,CTR-01319,Contractor,Integrated Drilling Services,Laboratory,Chemist,2,5.2,Expired
1320,EMP-01320,Employee,None,Logistics,Forklift Operator,2,6.2,Current
1321,EMP-01321,Employee,None,HSE,HSE Officer,2,6.7,Current
1322,CTR-01322,Contractor,Atlantic Marine Support,HSE,HSE Advisor,3,8.3,Current
1323,EMP-01323,Employee,None,Security,Security Supervisor,2,6.2,Current
1324,EMP-01324,Employee,None,Projects,QA/QC Inspector,2,7.3,Expired
1325,EMP-01325,Employee,None,Drilling,Drilling Supervisor,2,7.7,Current
1326,CTR-01326,Contractor,Integrated Drilling Services,Laboratory,Sampling Technician,5,6.0,Due within 30 days
1327,EMP-01327,Employee,None,HSE,HSE Officer,2,11.4,Current
1328,EMP-01328,Employee,None,Logistics,Logistics Coordinator,4,8.5,Current
1329,EMP-01329,Employee,None,Laboratory,Chemist,5,9.2,Current
1330,EMP-01330,Employee,None,Projects,Project Engineer,2,7.2,Current
1331,CTR-01331,Contractor,Coastal Logistics Ltd,Maintenance,Electrical Technician,2,13.7,Current
1332,EMP-01332,Employee,None,Maintenance,Maintenance Supervisor,3,9.7,Current
1333,EMP-01333,Employee,None,Laboratory,Laboratory Technician,2,6.9,Current
1334,EMP-01334,Employee,None,Marine,Marine Supervisor,2,3.8,Current
1335,EMP-01335,Employee,None,HSE,Occupational Health Officer,3,5.9,Current
1336,EMP-01336,Employee,None,Engineering,Process Engineer,3,5.6,Current
1337,CTR-01337,Contractor,PetroMaint Solutions,Laboratory,Laboratory Technician,2,2.6,Expired
1338,CTR-01338,Contractor,Atlantic Marine Support,Maintenance,Electrical Technician,2,0.8,Current
1339,EMP-01339,Employee,None,Operations,Process Operator,2,15.3,Current
1340,EMP-01340,Employee,None,Engineering,Process Engineer,3,3.5,Current
1341,EMP-01341,Employee,None,Engineering,Electrical Engineer,4,13.9,Expired
1342,EMP-01342,Employee,None,Maintenance,Maintenance Supervisor,3,8.7,Current
1343,EMP-01343,employee,None,Operations,Process Operator,3,16.4,Expired
1344,EMP-01344,Employee,None,Operations,Production Technician,2,4.5,Current
1345,EMP-01345,Employee,None,Operations,Operations Supervisor,3,21.3,Current
1346,CTR-01346,Contractor,Atlantic Marine Support,HSE,Environmental Officer,2,7.7,Current
1347,CTR-01347,Contractor,Atlantic Marine Support,Drilling,Drilling Supervisor,2,3.4,Current
1348,EMP-01348,Employee,None,Laboratory,Sampling Technician,3,5.0,Expired
1349,CTR-01349,Contractor,SafeBuild Engineering,Logistics,Warehouse Technician,2,2.9,Expired
1350,EMP-01350,Employee,None,Marine,Crane Operator,4,7.7, current 
1351,CTR-01351,Contractor,Integrated Drilling Services,Security,Security Officer,2,5.5,Current
1352,CTR-01352,Contractor,WestCo Services Ltd,Engineering,Electrical Engineer,3,9.1,Expired
1353,CTR-01353,Contractor,Atlantic Marine Support,Engineering,Reliability Engineer,1,6.4,Current
1354,EMP-01354,Employee,None,Security,Security Officer,4,10.3,Current
1355,CTR-01355,Contractor,Atlantic Marine Support,Engineering,Reliability Engineer,3,3.4,Current
1356,CTR-01356,Contractor,PetroMaint Solutions,Maintenance,Mechanical Technician,2,4.6,Current
1357,CTR-01357,Contractor,SafeBuild Engineering,Logistics,Logistics Coordinator,2,4.8,Current
1358,EMP-01358,Employee,None,Logistics,Warehouse Technician,5,8.8,Incomplete
1359,EMP-01359,Employee,None,Engineering,Process Engineer,2,0.6,Current
1360,EMP-01360,Employee,None,Marine,Crane Operator,3,11.9,Current
1361,EMP-01361,Employee,None,Laboratory,Chemist,2,1.6,Current
1362,EMP-01362,Employee,None,Security,Security Officer,2,6.0,Current
1363,CTR-01363,Contractor,Coastal Logistics Ltd,Operations,Operations Supervisor,2,3.4,Current
1364,CTR-01364,Contractor,Integrated Drilling Services,Security,Security Officer,2,6.2,Current
1365,CTR-01365,Contractor,Prime Offshore Contractors,Security,Security Supervisor,3,4.4,Current
1366,EMP-01366,Employee,None,Maintenance,Mechanical Technician,2,3.0,Expired
1367,CTR-01367,Contractor,Prime Offshore Contractors,Drilling,Driller,3,6.2,Expired
1368,CTR-01368,Contractor,Delta Industrial Services,Engineering,Electrical Engineer,1,4.8,Current
1369,EMP-01369,Employee,None,Operations,Control Room Operator,2,4.5,Due within 30 days
1370,EMP-01370,Employee,None,Logistics,Driver,3,14.6,Incomplete
1371,EMP-01371,Employee,None,Projects,QA/QC Inspector,1,1.7,Incomplete
1372,CTR-01372,Contractor,WestCo Services Ltd,Operations,Process Operator,3,3.6,Due within 30 days
1373,CTR-01373,Contractor,Atlantic Marine Support,Logistics,Forklift Operator,4,20.8,Current
1374,EMP-01374,Employee,None,Marine,Marine Supervisor,3,0.3,Incomplete
1375,CTR-01375,Contractor,Prime Offshore Contractors,Logistics,Logistics Coordinator,2,4.0,Incomplete
1376,EMP-01376,Employee,None,HSE,Environmental Officer,2,4.2,Current
1377,EMP-01377,Employee,None,Operations,Production Technician,3,9.9,Expired
1378,CTR-01378,Contractor,Prime Offshore Contractors,HSE,Occupational Health Officer,2,2.6,Current
1379,EMP-01379,Employee,None,Projects,Project Engineer,4,10.8,Current
1380,EMP-01380,Employee,None,HSE,HSE Advisor,2,3.6,Current
1381,CTR-01381,Contractor,Atlantic Marine Support,Operations,Control Room Operator,3,4.3,Current
1382,CTR-01382,Contractor,Coastal Logistics Ltd,Projects,Construction Supervisor,3,8.1,Current
1383,EMP-01383,Employee,None,Drilling,Drilling Supervisor,2,11.9,Current
1384,CTR-01384,Contractor,Atlantic Marine Support,Projects,Field Engineer,2,6.3,Current
1385,EMP-01385,Employee,None,Laboratory,Chemist,2,3.9,Current
1386,EMP-01386,Employee,None,Security,Security Officer,2,4.1,Current
1387,EMP-01387,Employee,None,HSE,Environmental Officer,2,5.2,Current
1388,EMP-01388,Employee,None,Laboratory,Sampling Technician,5,19.9,Current
1389,CTR-01389,Contractor,Integrated Drilling Services,HSE,HSE Officer,2,0.5,Current
1390,EMP-01390,Employee,None,Engineering,Process Engineer,2,2.6,Current
1391,CTR-01391,Contractor,Prime Offshore Contractors,HSE,HSE Officer,3,8.2,Incomplete
1392,CTR-01392,Contractor,Atlantic Marine Support,Laboratory,Laboratory Technician,3,3.7,Expired
1393,CTR-01393,Contractor,Atlantic Marine Support,Marine,Deck Crew,2,2.1,Due within 30 days
1394,CTR-01394,Contractor,PetroMaint Solutions,Operations,Operations Supervisor,4,12.8,Due within 30 days
1395,EMP-01395,Employee,None,Drilling,Driller,4,12.8,Current
1396,EMP-01396,Employee,None,Projects,QA/QC Inspector,2,5.2,Current
1397,CTR-01397,Contractor,Delta Industrial Services,Laboratory,Chemist,3,7.6,Current
1398,CTR-01398,Contractor,Atlantic Marine Support,Marine,Deck Officer,4,7.3,Current
1399,CTR-01399,Contractor,PetroMaint Solutions,Maintenance,Instrument Technician,4,4.5,Current
1400,CTR-01400,Contractor,Prime Offshore Contractors,HSE,Environmental Officer,2,4.0,Current
1401,CTR-01401,Contractor,Atlantic Marine Support,Drilling,Driller,2,5.7,Current
1402,EMP-01402,Employee,None,Marine,Deck Officer,3,13.2,Expired
1403,EMP-01403,Employee,None,Laboratory,Chemist,3,1.9,Current
1404,EMP-01404,Employee,None,Security,Security Supervisor,3,7.1,Expired
1405,EMP-01405,Employee,None,Maintenance,Instrument Technician,2,3.5,Current
1406,EMP-01406,Employee,None,HSE,HSE Advisor,3,8.0,Incomplete
1407,CTR-01407,Contractor,Delta Industrial Services,Engineering,Mechanical Engineer,1,1.9,Incomplete
1408,EMP-01408,Employee,None,Laboratory,Chemist,4,4.7,Current
1409,CTR-01409,Contractor,SafeBuild Engineering,Security,Security Officer,3,19.2,Current
1410,EMP-01410,Employee,None,Projects,Project Engineer,3,10.9,Current
1411,EMP-01411,Employee,None,Logistics,Driver,3,13.1,Current
1412,EMP-01412,Employee,None,Engineering,Reliability Engineer,2,8.1,Current
1413,CTR-01413,Contractor,WestCo Services Ltd,HSE,Occupational Health Officer,1,1.0,Expired
1414,EMP-01414,Employee,None,Laboratory,Sampling Technician,1,3.2,Incomplete
1415,CTR-01415,Contractor,Atlantic Marine Support,Marine,Deck Crew,5,15.1,Current
1416,CTR-01416,Contractor,Integrated Drilling Services,Operations,Operations Supervisor,3,13.4,Expired
1417,EMP-01417,Employee,None,HSE,HSE Advisor,4,11.7,Current
1418,EMP-01418,Employee,None,Maintenance,Instrument Technician,1,1.8,Current
1419,EMP-01419,Employee,None,Logistics,Warehouse Technician,4,9.5,Current
1420,CTR-01420,Contractor,Prime Offshore Contractors,Engineering,Reliability Engineer,3,3.8,Current
1421,CTR-01421,Contractor,WestCo Services Ltd,Laboratory,Laboratory Technician,2,2.3,Current
1422,EMP-01422,Employee,None,Marine,Deck Officer,2,6.5,Current
1423,CTR-01423,Contractor,SafeBuild Engineering,Operations,Control Room Operator,2,1.8,Current
1424,CTR-01424,Contractor,Coastal Logistics Ltd,Drilling,Drilling Supervisor,3,13.1,Current
1425,CTR-01425,Contractor,SafeBuild Engineering,Logistics,Forklift Operator,5,19.1,Current
1426,EMP-01426,Employee,None,Laboratory,Laboratory Technician,3,7.6,Current
1427,EMP-01427,Employee,None,Laboratory,Laboratory Technician,4,8.7,Current
1428,EMP-01428,Employee,None,Maintenance,Maintenance Supervisor,3,14.0,Current
1429,CTR-01429,Contractor,Coastal Logistics Ltd,Logistics,Warehouse Technician,5,7.9,Current
1430,CTR-01430,Contractor,WestCo Services Ltd,Projects,Field Engineer,2,6.6,Current
1431,EMP-01431,Employee,None,Maintenance,Mechanical Technician,1,4.2,Current
1432,EMP-01432,Employee,None,Marine,Marine Technician,2,1.8,Expired
1433,EMP-01433,Employee,None,Maintenance,Instrument Technician,4,6.6,Due within 30 days
1434,EMP-01434,Employee,None,Maintenance,Electrical Technician,2,7.1,Current
1435,EMP-01435,Employee,None,Drilling,Assistant Driller,3,5.8,Current
1436,CTR-01436,Contractor,Prime Offshore Contractors,Operations,Production Technician,3,8.5,Current
1437,CTR-01437,Contractor,SafeBuild Engineering,Engineering,Reliability Engineer,4,5.7,Incomplete
1438,EMP-01438,Employee,None,Logistics,Logistics Coordinator,2,5.1,Current
1439,EMP-01439,Employee,None,Projects,QA/QC Inspector,1,1.7,Current
1440,EMP-01440,Employee,None,Drilling,Driller,1,3.9,Current
1441,CTR-01441,Contractor,Coastal Logistics Ltd,Engineering,Electrical Engineer,4,4.5,Current
1442,EMP-01442,Employee,None,Logistics,Driver,2,12.1,Current
1443,CTR-01443,contractor,Atlantic Marine Support,HSE,HSE Advisor,3,12.5,Current
1444,CTR-01444,Contractor,Integrated Drilling Services,Security,Security Supervisor,2,6.6,Current
1445,CTR-01445,Contractor,SafeBuild Engineering,Projects,Construction Supervisor,3,4.1,Current
1446,CTR-01446,Contractor,Atlantic Marine Support,Logistics,Logistics Coordinator,3,3.5,Current
1447,EMP-01447,Employee,None,Logistics,Driver,4,6.6,Current
1448,CTR-01448,Contractor,WestCo Services Ltd,Engineering,Process Engineer,4,12.2,Due within 30 days
1449,EMP-01449,Employee,None,Projects,Project Engineer,3,6.3,Current
1450,CTR-01450,Contractor,Prime Offshore Contractors,Laboratory,Laboratory Technician,3,6.5,Current
1451,CTR-01451,Contractor,Prime Offshore Contractors,Laboratory,Sampling Technician,1,1.6,Current
1452,EMP-01452,Employee,None,Engineering,Mechanical Engineer,3,3.9,Current
1453,CTR-01453,Contractor,Integrated Drilling Services,Security,Security Supervisor,3,10.5,Due within 30 days
1454,EMP-01454,Employee,None,Security,Security Supervisor,3,5.1,Expired
1455,CTR-01455,Contractor,PetroMaint Solutions,Engineering,Reliability Engineer,3,3.3,Current
1456,EMP-01456,Employee,None,Maintenance,Electrical Technician,2,2.3,Current
1457,CTR-01457,Contractor,Coastal Logistics Ltd,Drilling,Roustabout,3,4.0,Current
1458,EMP-01458,Employee,None,Engineering,Electrical Engineer,2,6.3,Current
1459,EMP-01459,Employee,None,Engineering,Reliability Engineer,3,8.2,Current
1460,CTR-01460,Contractor,Integrated Drilling Services,Security,Security Officer,3,3.1,Current
1461,CTR-01461,Contractor,Prime Offshore Contractors,Marine,Marine Supervisor,2,4.4,Current
1462,EMP-01462,Employee,None,Laboratory,Laboratory Technician,3,7.5,Incomplete
1463,EMP-01463,Employee,None,Logistics,Warehouse Technician,2,2.5,Current
1464,CTR-01464,Contractor,Coastal Logistics Ltd,Projects,Field Engineer,2,1.8,Current
1465,EMP-01465,Employee,None,Security,Security Officer,1,0.8,Current
1466,EMP-01466,Employee,None,Engineering,Electrical Engineer,2,7.3,Current
1467,EMP-01467,Employee,None,Maintenance,Instrument Technician,2,11.3,Expired
1468,CTR-01468,Contractor,Integrated Drilling Services,Security,Security Supervisor,5,5.6,Current
1469,EMP-01469,Employee,None,Maintenance,Electrical Technician,4,1.7,Current
1470,CTR-01470,Contractor,PetroMaint Solutions,Marine,Marine Technician,5,4.5,Current
1471,CTR-01471,Contractor,SafeBuild Engineering,HSE,HSE Officer,2,2.1,Current
1472,CTR-01472,Contractor,Atlantic Marine Support,Maintenance,Electrical Technician,2,2.9,Due within 30 days
1473,EMP-01473,Employee,None,Logistics,Logistics Coordinator,3,11.8,Current
1474,EMP-01474,Employee,None,Operations,Production Technician,3,5.6,Current
1475,CTR-01475,Contractor,Atlantic Marine Support,Operations,Control Room Operator,2,10.6,Current
1476,CTR-01476,Contractor,Prime Offshore Contractors,HSE,HSE Advisor,1,5.0,Current
1477,EMP-01477,Employee,None,Laboratory,Chemist,3,5.5,Current
1478,EMP-01478,Employee,None,Operations,Operations Supervisor,3,4.6,Expired
1479,EMP-01479,Employee,None,Projects,QA/QC Inspector,3,16.8,Current
1480,CTR-01480,Contractor,Integrated Drilling Services,Maintenance,Instrument Technician,2,6.5,Current
1481,EMP-01481,Employee,None,Operations,Process Operator,3,4.4,Expired
1482,EMP-01482,Employee,None,Drilling,Driller,3,8.1,Current
1483,EMP-01483,Employee,None,Security,Security Supervisor,2,2.9,Incomplete
1484,EMP-01484,Employee,None,Security,Security Officer,2,3.7,Due within 30 days
1485,EMP-01485,Employee,None,Marine,Marine Technician,2,4.5,Current
1486,CTR-01486,Contractor,WestCo Services Ltd,Operations,Control Room Operator,3,8.3,Due within 30 days
1487,CTR-01487,Contractor,Atlantic Marine Support,Projects,QA/QC Inspector,2,0.5,Expired
1488,CTR-01488,Contractor,Integrated Drilling Services,Drilling,Assistant Driller,4,6.6,Due within 30 days
1489,CTR-01489,Contractor,Delta Industrial Services,Marine,Deck Crew,2,3.7,Current
1490,EMP-01490,Employee,None,Projects,Project Engineer,2,10.5,Current
1491,EMP-01491,Employee,None,Maintenance,Electrical Technician,1,1.2,Current
1492,CTR-01492,Contractor,Integrated Drilling Services,Operations,Operations Supervisor,5,17.1,Current
1493,EMP-01493,Employee,None,Operations,Production Technician,3,10.5,Current
1494,EMP-01494,Employee,None,HSE,HSE Advisor,2,6.3,Current
1495,EMP-01495,Employee,None,Drilling,Drilling Supervisor,2,7.1,Current
1496,CTR-01496,Contractor,WestCo Services Ltd,Projects,Project Engineer,2,14.1,Current
1497,EMP-01497,Employee,None,Security,Security Supervisor,2,4.6,Current
1498,EMP-01498,Employee,None,Logistics,Forklift Operator,4,9.1,Due within 30 days
1499,CTR-01499,Contractor,Prime Offshore Contractors,Drilling,Drilling Supervisor,3,12.8,Current
1500,CTR-01500,Contractor,Atlantic Marine Support,Engineering,Mechanical Engineer,2,7.2,Incomplete
1501,EMP-01501,Employee,None,Operations,Production Technician,2,5.5,Current
1502,CTR-01502,Contractor,Delta Industrial Services,HSE,Occupational Health Officer,2,5.9,Current
1503,CTR-01503,Contractor,SafeBuild Engineering,Logistics,Logistics Coordinator,3,10.5,Current
1504,EMP-01504,Employee,None,Drilling,Driller,3,13.7,Current
1505,CTR-01505,Contractor,Coastal Logistics Ltd,Logistics,Driver,2,3.0,Current
1506,EMP-01506,Employee,None,Engineering,Mechanical Engineer,2,3.9,Current
1507,EMP-01507,Employee,None,Laboratory,Sampling Technician,4,2.6,Expired
1508,EMP-01508,Employee,None,Drilling,Derrickhand,2,0.7,Current
1509,CTR-01509,Contractor,Coastal Logistics Ltd,Projects,Project Engineer,2,3.4,Current
1510,EMP-01510,Employee,None,Projects,Project Engineer,3,2.1,Expired
1511,CTR-01511,Contractor,Coastal Logistics Ltd,Engineering,Electrical Engineer,3,12.3,Expired
1512,CTR-01512,Contractor,Integrated Drilling Services,Projects,QA/QC Inspector,2,3.2,Current
1513,CTR-01513,Contractor,Coastal Logistics Ltd,Security,Security Officer,2,5.2,Current
1514,EMP-01514,Employee,None,Engineering,Mechanical Engineer,3,5.4, current 
1515,EMP-01515,Employee,None,Security,Security Supervisor,3,3.5,Current
1516,EMP-01516,Employee,None,Maintenance,Instrument Technician,2,4.2,Due within 30 days
1517,EMP-01517,Employee,None,HSE,Occupational Health Officer,1,1.5,Current
1518,EMP-01518,Employee,None,Maintenance,Maintenance Supervisor,4,2.0,Current
1519,EMP-01519,Employee,None,Laboratory,Sampling Technician,3,9.9,Current
1520,CTR-01520,Contractor,Integrated Drilling Services,Operations,Production Technician,3,6.0,Due within 30 days
1521,EMP-01521,Employee,None,Operations,Production Technician,2,1.3,Current
1522,EMP-01522,Employee,None,Drilling,Derrickhand,1,0.6,Incomplete
1523,EMP-01523,Employee,None,Engineering,Electrical Engineer,2,1.2,Incomplete
1524,EMP-01524,Employee,None,HSE,HSE Advisor,2,7.5,Incomplete
1525,EMP-01525,Employee,None,Maintenance,Maintenance Supervisor,3,4.8,Current
1526,EMP-01526,Employee,None,Operations,Operations Supervisor,2,7.6,Current
1527,CTR-01527,Contractor,Prime Offshore Contractors,Security,Security Officer,1,1.9,Current
1528,CTR-01528,Contractor,SafeBuild Engineering,HSE,Environmental Officer,1,2.7,Due within 30 days
1529,CTR-01529,Contractor,WestCo Services Ltd,Logistics,Driver,3,3.3,Due within 30 days
1530,EMP-01530,Employee,None,Maintenance,Electrical Technician,3,3.0,Current
1531,EMP-01531,Employee,None,Security,Security Supervisor,3,4.3,Current
1532,CTR-01532,Contractor,Atlantic Marine Support,Security,Security Officer,1,4.8,Current
1533,EMP-01533,Employee,None,Security,Security Supervisor,2,4.3,Current
1534,EMP-01534,Employee,None,Drilling,Roustabout,4,15.4,Current
1535,CTR-01535,Contractor,Atlantic Marine Support,Marine,Deck Crew,2,1.3,Current
1536,EMP-01536,Employee,None,HSE,HSE Advisor,4,8.6,Current
1537,CTR-01537,Contractor,PetroMaint Solutions,Operations,Control Room Operator,3,5.2,Due within 30 days
1538,CTR-01538,Contractor,SafeBuild Engineering,Logistics,Driver,2,2.8,Due within 30 days
1539,EMP-01539,Employee,None,Maintenance,Mechanical Technician,2,4.5,Due within 30 days
1540,EMP-01540,Employee,None,Maintenance,Mechanical Technician,2,12.9,Current
1541,EMP-01541,Employee,None,HSE,HSE Officer,3,2.7,Current
1542,CTR-01542,Contractor,PetroMaint Solutions,HSE,Environmental Officer,3,7.4,Due within 30 days
1543,EMP-01543,Employee,None,Engineering,Process Engineer,3,2.7,Expired
1544,EMP-01544,Employee,None,Projects,Project Engineer,3,6.1,Due within 30 days
1545,CTR-01545,Contractor,Integrated Drilling Services,Marine,Crane Operator,4,8.0,Current
1546,EMP-01546,Employee,None,Security,Security Supervisor,2,4.3,Current
1547,EMP-01547,Employee,None,Operations,Production Technician,2,7.0,Current
1548,CTR-01548,Contractor,SafeBuild Engineering,Maintenance,Mechanical Technician,3,3.2,Current
1549,EMP-01549,Employee,None,Engineering,Reliability Engineer,2,7.4,Current
1550,EMP-01550,Employee,None,Engineering,Reliability Engineer,3,6.7,Incomplete
1551,EMP-01551,Employee,None,Maintenance,Instrument Technician,2,7.3,Current
1552,CTR-01552,Contractor,SafeBuild Engineering,Logistics,Forklift Operator,3,8.7,Current
1553,EMP-01553,Employee,None,Drilling,Drilling Supervisor,3,9.0,Current
1554,CTR-01554,Contractor,Prime Offshore Contractors,Laboratory,Sampling Technician,2,5.0,Current
1555,CTR-01555,Contractor,Delta Industrial Services,Projects,Field Engineer,2,10.6,Current
1556,EMP-01556,Employee,None,HSE,HSE Officer,2,7.4,Current
1557,EMP-01557,Employee,None,Logistics,Driver,3,5.5,Current
1558,CTR-01558,Contractor,SafeBuild Engineering,Engineering,Process Engineer,4,13.5,Incomplete
1559,EMP-01559,Employee,None,Security,Security Officer,5,15.6,Current
1560,EMP-01560,Employee,None,Drilling,Driller,2,5.3,Current
1561,CTR-01561,Contractor,PetroMaint Solutions,Engineering,Mechanical Engineer,3,5.4,Expired
1562,EMP-01562,Employee,None,Projects,Project Engineer,2,7.5,Current
1563,EMP-01563,Employee,None,Operations,Production Technician,3,2.7,Due within 30 days
1564,EMP-01564,Employee,None,Logistics,Warehouse Technician,5,18.4,Current
1565,EMP-01565,Employee,None,Security,Security Supervisor,2,2.2,Expired
1566,CTR-01566,Contractor,Integrated Drilling Services,HSE,Occupational Health Officer,2,3.6,Current
1567,EMP-01567,Employee,None,HSE,Occupational Health Officer,3,6.6,Expired
1568,EMP-01568,Employee,None,HSE,HSE Advisor,3,5.0,Current
1569,EMP-01569,Employee,None,Laboratory,Chemist,4,8.3,Current
1570,CTR-01570,Contractor,WestCo Services Ltd,Operations,Process Operator,3,3.9,Current
